song,artist,cluster
Swagger Jagger,Cher Lloyd,1
Fuulaa,"Evelina, Julma H",0
The Boy Does Nothing,Alesha Dixon,0
Pocketful of Sunshine,Natasha Bedingfield,0
Sweet Dreams,Beyoncé,1
All Night Long,"Demi Lovato, Missy Elliott, Timbaland",0
G.U.Y.,Lady Gaga,0
Hukutaan,Arttu Lindeman,0
Karkumatkalla (feat. Janna),"Juno, Janna",4
Everytime,Britney Spears,3
Beautiful Liar,"Beyoncé, Shakira",1
Beep,"The Pussycat Dolls, will.i.am",1
Grow A Pear,Kesha,1
Introducing Me,Nick Jonas,3
Reflection,Fifth Harmony,1
Haluun sun palaavan,Robin,3
Undercover,Selena Gomez,0
Kauniita yhdessä,Lucas,0
Kun sä lähdet,Mikael Gabriel,1
Lips Are Movin,Meghan Trainor,1
Oo se kun oot (feat. Paperi T),"SANNI, Paperi T",0
Me Against the Music (feat. Madonna) - LP Version / Video Mix,"Britney Spears, Madonna",0
Lähellä loppua,Kim Herold,3
Ain't Your Mama,Jennifer Lopez,0
Vastatuuleen,Mikael Gabriel,3
One Thing,One Direction,1
Kuule mua f. Kristiina Wheeler,Mikael Gabriel,0
It Girl,Jason Derulo,0
Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",1
Sorry,Justin Bieber,0
Sparks,Hilary Duff,0
Älä jätä mua,"Mikael Gabriel, Chase",1
Kevyempi kantaa,Haloo Helsinki!,0
Paljon Onnee,Janna,0
Evacuate The Dancefloor,Cascada,1
2 Phones,Kevin Gates,4
Vitun huora (feat. Asteriks & Vastis),"Pyhimys, Asteriks, Vastis",3
Aina ku Aira,"Pyhimys, Yona",1
100 Grandkids,Mac Miller,0
Do It Again,"Röyksopp, Robyn",0
Reminding Me,"Shawn Hook, Vanessa Hudgens",0
Give the Love Around,The Script,1
Me ollaan nuoriso,Pikku G,0
Miks Ei,Laura Voutilainen,0
FRIENDS,"Marshmello, Anne-Marie",0
GUMMO,6ix9ine,1
Audi.,Smokepurpp,4
Paramedic!,SOB X RBE,1
Big Shot (with Travis Scott),"Kendrick Lamar, Travis Scott",4
X (with 2 Chainz & Saudi),"ScHoolboy Q, 2 Chainz, Saudi",4
"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",4
Look Alive (feat. Drake),"BlocBoy JB, Drake",4
Battle Scars,"Lupe Fiasco, Guy Sebastian",4
For You (Fifty Shades Freed) (& Rita Ora),"Liam Payne, Rita Ora",0
This Is Me,"Keala Settle, The Greatest Showman Ensemble",1
Attention (feat. Offset),"Rich Brian, Offset",4
Sinitarraa,WIL,1
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",0
Vedän sut henkeen,Antti Tuisku,1
Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",1
KEKE,"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",4
Helium (Sia vs. David Guetta & Afrojack),"Sia, David Guetta, Afrojack",1
Designer,Lil Pump,4
BabyWipe,Ski Mask The Slump God,4
White Sand,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",0
Mine,Bazzi,1
PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",4
BBO (Bad Bitches Only),"Migos, 21 Savage",0
Walk It Talk It,"Migos, Drake",4
Stir Fry,Migos,4
Narcos,Migos,1
Lössi,Gettomasa,0
Drugs & Pain,Tyla Yaweh,4
"Mad World (From ""Riverdale"")","Riverdale Cast, KJ Apa, Camila Mendes, Lili Reinhart",3
i Shyne,"Carnage, Lil Pump",1
God's Plan,Drake,1
Nowadays (feat. Landon Cube),"Lil Skies, Landon Cube",0
Rewrite The Stars,"Zac Efron, Zendaya",1
Slingshot,Lil Xan,4
Mind Playing Tricks on Me,Geto Boys,4
Everybody Dies In Their Nightmares,XXXTENTACION,3
Jättiläinen,"Pyhimys, Aksel Kankaanranta",1
DONTTRUSTME,3OH!3,4
All The Stars (with SZA),"Kendrick Lamar, SZA",0
Pimeyteen,Mikael Gabriel,1
Loyal,"Chris Brown, Lil Wayne, Tyga",1
Hotel Room Service (feat. Nicole Scherzinger) - Remix,"Pitbull, Nicole Scherzinger",1
Afro Trap Pt. 7 (La puissance),MHD,4
Find Me,"Sigma, Birdy",0
All My People (feat. Broono),"Sasha Lopez, Andreea D, Broono",0
Traag,"Bizzey, Jozo, Kraantje Pappie",1
Popkorni,JVG,1
Monaco,Aste,0
Bartier Cardi (feat. 21 Savage),"Cardi B, 21 Savage",4
Look At Me!,XXXTENTACION,4
I Don't Wanna Do This Anymore,XXXTENTACION,3
U Said,Lil Peep,1
Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone, J. Davi$, Spooks",4
Mama Always Told Me,"G-Eazy, Madison Love",0
Pray For Me,G-Eazy,4
The Beautiful & Damned,"G-Eazy, Zoe Nash",4
Pick Me Up,"G-Eazy, Anna of the North",1
Nowhere Fast (feat. Kehlani),"Eminem, Kehlani",1
Save That Shit,Lil Peep,1
Roll In Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",4
Plain Jane,A$AP Ferg,4
do re mi (feat. Gucci Mane),"blackbear, Gucci Mane",1
But A Dream,G-Eazy,4
Rubbin Off The Paint,YBN Nahmir,4
Betrayed,Lil Xan,3
Better Off - Dying,Lil Peep,1
Revenge,XXXTENTACION,3
Look At Me!,XXXTENTACION,4
Iced Out (feat. 2 Chainz),"Lil Pump, 2 Chainz",4
Next (feat. Rich the Kid),"Lil Pump, Rich The Kid",1
Transportin',Kodak Black,0
Gold Skies - Tiësto Remix,"Sander van Doorn, Martin Garrix, DVBBS, Aleesia",2
Dreamer,Axwell /\ Ingrosso,0
Crown (with Camila Cabello & Grey),"Camila Cabello, Grey",0
American Dream,"Jeezy, J. Cole, Kendrick Lamar",1
Need Me (feat. Pink),"Eminem, Pink",1
Tragic Endings (feat. Skylar Grey),"Eminem, Skylar Grey",4
Bad Husband (feat. X Ambassadors),"Eminem, X Ambassadors",4
Like Home (feat. Alicia Keys),"Eminem, Alicia Keys",4
River (feat. Ed Sheeran),"Eminem, Ed Sheeran",4
Believe,Eminem,4
Love Is Gone,"G-Eazy, Drew Love",4
dirty laundry,blackbear,1
Solmussa (feat. BEHM),"Pikku G, BEHM",1
Pull Up N Wreck (With Metro Boomin),"Big Sean, Metro Boomin, 21 Savage",4
chateau,blackbear,0
i miss the old u,blackbear,4
Depression & Obsession,XXXTENTACION,3
Awful Things,"Lil Peep, Lil Tracy",0
Love Me,"Lil Wayne, Drake, Future",0
Lovin' (feat. A Boogie wit da Hoodie),"PnB Rock, A Boogie Wit da Hoodie",0
Wanted You (feat. Lil Uzi Vert),"NAV, Lil Uzi Vert",0
Dirty Sexy Money (feat. Charli XCX & French Montana),"David Guetta, Afrojack, Charli XCX, French Montana",1
No Handlebars,Logan Paul,4
Deja Vu,J. Cole,4
idfc,blackbear,3
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Mary Lambert",3
All The Way Up (Remix),"Fat Joe, Remy Ma, JAY-Z, French Montana, InfaRed",4
Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",0
Enkelit,Cheek,0
Että mitähän vittua - Vain elämää kausi 7,Kaija Koo,3
Tunak Tunak Tun (Remix) (feat. Daler Mehndi),"Todiefor, Daler Mehndi",0
New Bibi-Hendl (Heimatsender-Mix),Takeo Ischi,1
KahootGm,GraphicMuzik,2
I Got You (I Feel Good),James Brown,3
Wii Turn Up (Wii Menu Remix),Murcy,2
Fuck This Shit I'm Out,The Theme Song,4
Beans Greens Potatoes Tomatoes,Sirealz,1
Shooting Stars,Bag Raiders,1
The Hampsterdance Song,Hampton The Hampster,0
The Benny Hill Show,Charlie's Angels,2
Friday,Rebecca Black,0
Let's Get It On,Marvin Gaye,1
Mr. Sandman - 1954 #1 Billboard chart hit,The Chordettes,3
Electric Zoo,Spongebob Squarepants,2
Rikkinäinen Prinsessa,Nikke Ankara,0
Sick Boy,The Chainsmokers,0
TEXAS (feat. JVG),"Haloo Helsinki!, JVG",1
Nyt on lähtö,Vesala,0
Tulla Ja Mennä,Kasmir,0
rockstar,"Post Malone, 21 Savage",0
IDGAF,Dua Lipa,1
Heaven,Julia Michaels,3
Väärään suuntaan,Jenni Vartiainen,1
Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),"Yksi Totuus, Raappana, Seksikäs-Suklaa",0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental, Jess Glynne, Macklemore, Dan Caplen",1
So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",3
Capital Letters,"Hailee Steinfeld, BloodPop®",1
Monsters,Saara Aalto,0
Does It Matter,Janieck,0
The Middle,"Zedd, Maren Morris, Grey",1
Don Diba,Stig Dogg,1
White Flag,Dido,3
Tämän kylän poikii,Pariisin Kevät,1
Clocks,Coldplay,3
Double Vision,3OH!3,1
There for You,Bryan Rice,1
Don't Wanna Go Home,Jason Derulo,0
Wassup,"Logic, Big Sean",1
Contra,Logic,1
Everyday,"Logic, Marshmello",1
Pumped Up Kicks,Foster The People,0
Ride,Twenty One Pilots,1
SAD!,XXXTENTACION,1
Sip A Lil (feat. Gucci Mane),"Tyga, Gucci Mane",1
Kuka mä oon sulle,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",3
Anna Mun Elää,Töölön Ketterä,1
Lihasmuistissa,SINI YASEMIN,0
"Top Off (feat. JAY Z, Future & Beyoncé)","DJ Khaled, JAY-Z, Future, Beyoncé",4
Sun Vika,Evelina,0
Walls,Ruben,1
Échame La Culpa,"Luis Fonsi, Demi Lovato",1
Spotlight,"Marshmello, Lil Peep",1
Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,"Farruko, Nicki Minaj, Bad Bunny, Travis Scott, Rvssian",1
A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",3
Love Lies (with Normani),"Khalid, Normani",1
Number,Alexander Oscar,0
Lullaby,"Sigala, Paloma Faith",0
Cigarette,"RAYE, Mabel, Stefflon Don",1
Like I Do,"David Guetta, Martin Garrix, Brooks",0
The Middle,"Zedd, Maren Morris, Grey",1
Reggaetón Lento (Bailemos),CNCO,0
Cocky (feat. London On Da Track),"A$AP Rocky, Gucci Mane, 21 Savage, London On Da Track",4
Kuuntele,Hätä-Miikka,0
Pornoo,SANNI,0
Breakfast (feat. A$AP Rocky),"Jaden, A$AP Rocky",4
I Don't Want It At All,Kim Petras,0
Powerglide (feat. Juicy J),"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",0
Never Be the Same,Camila Cabello,1
Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],"SANNI, Apocalyptica",3
Kuka muu muka,Cheek,1
Rakkaus on lumivalkoinen,Suvi Teräsniska,3
Vahinko,SANNI,1
Ghost Of You,Selena Gomez & The Scene,3
Mun koti ei oo täällä,Chisu,0
Surulapsi (Vain elämää kausi 7),Cheek,0
Piha ilman sadettajaa,Zen Cafe,0
Etenee (feat. Pete Parkkonen),"JVG, Pete Parkkonen",0
Prinsessalle,Diandra,3
Kaksoisolento,Tuuli,0
Huominen on huomenna (feat. Anna Abreu),"JVG, ABREU",1
Matkustaja,Egotrippi,1
Paha poika,Diandra,0
Pumppaa,Aste,0
Happee,"Brädi, Illi",1
That's My Girl,Fifth Harmony,0
Päällekkäin,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",3
Erilaiset,Robin,0
Paita Pois,Uniikki,1
Trip to Your Heart,Britney Spears,4
Kaadutaan,"Nikke Ankara, Irina",1
Trouble for Me,Britney Spears,0
Ehkä ensi elämässä,Johanna Kurkela,3
"Mist sä tuut? (feat. Gracias, Paperi T, Juno, Stepa, Särre, Gasellit & Kube)","JVG, Gasellit, Gracias, Juno, Kube, Paperi T, Stepa, Särre",4
Lemmikki,Nelli Matula,0
Kuussa tuulee,Haloo Helsinki!,0
Keinu (Vain elämää kausi 7),Jenni Vartiainen,0
Villi ja vitun vapaa,Petri Nygård,1
Up N' Down,Britney Spears,0
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",0
#Dissaa,Matias,1
Vaikeeta,YOUNGHEARTED,3
Kylki kyljessä,Pikku G,1
Ei taida tietää tyttö,Erin,0
Kynttilät,Aleksanteri Hakaniemi,1
Ettei Nyt Vaan Sattuis Mitään,Nikke Ankara,1
Rakkaudesta lajiin,"Evelina, Eevil Stöö",1
Ongelma,Ollie,1
Kapteeni käskee,ILARI,1
Glitteri,Ellinoora,3
Korkki Kii,"Uniikki, Archie Cruz",0
Mä hiihdän,Antti Tuisku,0
Sä Et Oo Sä,Ollie,0
iPhone Trap,Trap City,2
Krusty Krab,Trap City,4
This Is Halloween - Trap Remix,Trap City,4
Christmas Trap,"Trap City, Dopant Beats",2
Little Einsteins,Trap City,4
Thomas Theme,Thomas & Friends,0
Super Mario Bros - Original,Stryker Pose,2
"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,1
You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,4
Shooting Stars,Bag Raiders,1
Ultimate,Denzel Curry,0
Oh Yeah - Remastered 2005,Yello,2
Grandpa's Space Ship,Logic,4
Zombie,Bad Wolves,0
City Boy,Calpurnia,1
My Life,"ZHU, Tame Impala",3
Sanctify,Years & Years,1
Black (feat. A$AP Ferg),"Buddy, A$AP Ferg",4
The Few Things,JP Saxe,3
66,"Lil Yachty, Trippie Redd",4
I Believe You,FLETCHER,3
Brxnks Truck (feat. Rae Sremmurd),"Slim Jxmmi, Rae Sremmurd",4
Azul,Zoé,2
Dance You Off,Benjamin Ingrosso,1
DEVIL,Shinedown,1
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes, Jason Derulo, De La Ghetto",0
Pink Lemonade,James Bay,0
Stranger Things,"Joyner Lucas, Chris Brown",4
Dura,Daddy Yankee,1
20 Min,Lil Uzi Vert,0
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",1
Location,Khalid,4
Curve (feat. The Weeknd),"Gucci Mane, The Weeknd",4
Feelin' Myself,"will.i.am, Miley Cyrus, French Montana, Wiz Khalifa, Mustard",0
Go Legend (& Metro Boomin),"Big Sean, Metro Boomin, Travis Scott",0
Booty,Blac Youngsta,4
All Eyez (feat. Jeremih) - Bonus Track,"The Game, Jeremih",1
How We Do,"The Game, 50 Cent",4
fuckboi,gianni & kyle,1
Lentokone,TIPPA,0
Greenlight (feat. Flo Rida & LunchMoney Lewis),"Pitbull, Flo Rida, LunchMoney Lewis",4
Snowman,Sia,3
Down Girl,Roy Woods,3
White Iverson,Post Malone,1
Thunderstorm - Radio Edit,Blaise,1
Kryptonite,3 Doors Down,0
Boom Boom Pow,Black Eyed Peas,1
Yeah! (feat. Lil Jon & Ludacris),"Usher, Lil Jon, Ludacris",1
Ride Wit Me,"Nelly, City Spud",1
Hot In Herre,Nelly,0
Can't Get You out of My Head,Kylie Minogue,2
Iris,The Goo Goo Dolls,0
Wake Up Call,Maroon 5,0
Second Chance,Shinedown,0
Hands To Myself - Fareoh Remix,"Selena Gomez, Fareoh",1
Swish Swish - Cheat Codes Remix,"Katy Perry, Cheat Codes",0
Scared To Be Lonely - Conro Remix,"Martin Garrix, Dua Lipa, Conro",0
Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, Cheat Codes, CADE",0
Rockabye (feat. Sean Paul & Anne-Marie) - Eden Prince Remix,"Clean Bandit, Eden Prince, Sean Paul, Anne-Marie",0
Boys - DROELOE Remix,"Charli XCX, DROELOE",1
IDGAF - Hazers Remix,"Dua Lipa, Hazers",1
Thinking About It (Let It Go) - KVR Remix,"Nathan Goshen, KVR",0
Still Falling For You - Jonas Blue Remix,"Ellie Goulding, Jonas Blue",1
I Would Like - R3hab Remix,"Zara Larsson, R3HAB",0
Work - R3hab Remix,"Rihanna, Drake, R3HAB",0
Shape of You - Galantis Remix,"Ed Sheeran, Galantis",0
Issues - Alan Walker Remix,"Julia Michaels, Alan Walker",1
Silence - Tiësto's Big Room Remix,"Marshmello, Khalid, Tiësto",0
Alone,Marshmello,1
Starboy - Kygo Remix,"The Weeknd, Daft Punk, Kygo",0
Bad At Love - Hook N Sling Remix,"Halsey, Hook N Sling",1
Hotter Than Hell - Matoma Remix,"Dua Lipa, Matoma",1
Bon Appétit - Martin Jensen Remix,"Katy Perry, Migos, Martin Jensen",0
Galway Girl - Martin Jensen Remix,"Ed Sheeran, Martin Jensen",1
We Don't Talk Anymore - Attom Remix,"Charlie Puth, Selena Gomez, Attom",0
No Lie - Sam Feldt Remix,"Sean Paul, Dua Lipa, Sam Feldt",1
Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",0
Stitches - Seeb Remix,"Shawn Mendes, Seeb",1
Younger - Kygo Remix,"Seinabo Sey, Kygo",1
Cold Water (feat. Justin Bieber & MØ) - Lost Frequencies Remix,"Major Lazer, Justin Bieber, MØ, Lost Frequencies",3
Now You're Gone - Radio Edit,Basshunter,0
Barking,Ramz,4
Switch Lanes,"Rittz, Mike Posner",1
TATI,"6ix9ine, DJ SpinKing",4
I'm Upset,Drake,4
In My Blood,Shawn Mendes,1
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1
All For Love,"Tungevaag, Raaban, Richard Smitt",1
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Diplo, French Montana, Lil Pump, Zhavia Ward",1
Dinero,"Jennifer Lopez, DJ Khaled, Cardi B",4
Back To You,Selena Gomez,1
Ball For Me (feat. Nicki Minaj),"Post Malone, Nicki Minaj",4
Yes Indeed,"Lil Baby, Drake",4
Lucid Dreams,Juice WRLD,3
Lätkäjätkä‐Ville,Tuure Boelius,1
Mahtava peräsin ja pulleat purjeet (feat. Jaakko Laitinen),"Pasi ja Anssi, Jaakko Laitinen",1
Stay,Post Malone,3
This Is America,Childish Gambino,4
All Girls Are The Same,Juice WRLD,4
Barbie Tingz,Nicki Minaj,4
I Like It,"Cardi B, Bad Bunny, J Balvin",0
GOTTI,6ix9ine,4
Paranoid,Post Malone,1
Better Now,Post Malone,1
no tears left to cry,Ariana Grande,1
Shark In The Water,V V Brown,1
Where Is The Love?,Black Eyed Peas,1
Nice For What,Drake,1
Boys,Charli XCX,1
A$AP Forever (feat. Moby),"A$AP Rocky, Moby",0
Thru Your Phone,Cardi B,1
Be Careful,Cardi B,4
Mercedes Baby (feat. 24 Hrs),"Tyga, 24 Hrs",3
"Loca (feat. Duki, Cazzu)","KHEA, Duki, Cazzu",1
Dat $tick,Rich Brian,1
Frozen,Joyner Lucas,3
Capital Letters,"Hailee Steinfeld, BloodPop®",1
Mo Bamba,Sheck Wes,1
Party Monster,The Weeknd,3
Tone It Down (feat. Chris Brown),"Gucci Mane, Chris Brown",1
Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",0
Poles 1469,"Trippie Redd, 6ix9ine",0
Kevät,"Adi L Hasla, Pihlaja",0
Kumipuku,Antti Tuisku,0
Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",0
Naapurit Kuulee,Mikael Gabriel,1
Kaksi ihmistä,Haloo Helsinki!,1
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",0
Kuinka Paljon Voi Rakastaa,Reino Nordin,1
Supervoimii,Elastinen,1
Paniikki,"Paperi T, Chisu",0
Älä Huku Kyyneliin,Mikael Gabriel,1
Rikkinäinen Prinsessa,Nikke Ankara,0
Flames,"David Guetta, Sia",0
La Cintura,Alvaro Soler,0
Swipe,"Cledos, TIPPA, Gracias, MD$, Bizi, Mikael Gabriel",0
Satutat mua,TIPPA,1
Vaahtokarkkii,Keko Salata,1
Lupaan Itkee,Ruudolf,0
Mad Love,"Sean Paul, David Guetta, Becky G",1
Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",0
Esson baariin,Poju,1
Pelkääks vai rakastaks,Aleksanteri Hakaniemi,1
Tää Ei Oo Ohi,Nelli Matula,1
All The Stars (with SZA),"Kendrick Lamar, SZA",0
Et Oo Menos Minnekään,Nelli Matula,0
High Five,Sigrid,1
Drink About,"Seeb, Dagny",1
California,"Hot Shade, Mike Perry, Karlyn",1
X,"Nicky Jam, J Balvin",0
lovely (with Khalid),"Billie Eilish, Khalid",3
BULI,"ibe, Versace Henrik",3
Audio,"Sia, Diplo, Labrinth, LSD",0
Älä tuu flexaa,Vinttikoira,1
Light Me Up (feat. Lukas Meijer),"Gromee, Lukas Meijer",1
Same Bitches (feat. G-Eazy & YG),"Post Malone, G-Eazy, YG",0
Spoil My Night (feat. Swae Lee),"Post Malone, Swae Lee",1
Rich & Sad,Post Malone,1
Zack And Codeine,Post Malone,0
Takin' Shots,Post Malone,3
Otherside,Post Malone,0
Sugar Wraith,Post Malone,0
92 Explorer,Post Malone,0
Blame It On Me,Post Malone,0
Freaky Friday (feat. Chris Brown),"Lil Dicky, Chris Brown",4
BILLY,6ix9ine,4
Piña Colada Boy - Radio Edit,Baby Alice,1
Somebody To Love Remix,"Justin Bieber, Usher",1
Carry Out (Featuring Justin Timberlake),Timbaland,0
I've Been Doing Well,"nothing,nowhere.",3
"I'm Not a Girl, Not Yet a Woman",Britney Spears,3
A.N.G.E.L,Isac Elliot,3
Naturally - Dave Audé Radio Remix,Selena Gomez & The Scene,0
Kato ny äijjää,Majuri,0
Läpinäkyvä,Janna,0
Häissä (feat. Märkä-Simo),"JVG, Märkä-Simo",0
Kuvitellaan,Robin,1
Hyökyaalto,Antti Tuisku,1
Kran Turismo (feat. Raappana),"JVG, Raappana",1
Nosta mua,Nopsajalka,0
Mul on ikävä,Sima,0
Hiljainen tyttö,Robin,3
Nelisilmä (feat. Heikki Kuula),"JVG, Heikki Kuula",0
Tähdet,Chisu,3
I Have Questions,Camila Cabello,4
Not Myself Tonight,Christina Aguilera,1
Mun Koti Ei Oo Täällä - Vain Elämää Kausi 5,Mikael Gabriel,0
Valot sammuu,Cheek,0
Miksi naiset rakastuu renttuihin? - Remix,"Tuomas Kauhanen, Cheek, Elastinen",0
Rakkaus on.,Antti Tuisku,0
Paska Sydän,Hank Solo,3
Terveiset sinne taivaaseen,Ilpo Kaikkonen,0
Pyrkiny vähentää (feat. Spekti),"Cheek, Spekti",0
Koneeseen kadonnut - Vain elämää kausi 7,Juha Tapio,3
Ohikiitävää,Juha Tapio,0
She Will Be Loved,Maroon 5,0
Leavin',Jesse McCartney,1
Ride Wit Me,"Nelly, City Spud",1
Potential Breakup Song,Aly & AJ,0
Rise,"Jonas Blue, Jack & Jack",1
Täyteen Vaan,Janna,0
Lean Wit Me,Juice WRLD,1
When I Was Yung,Yung Pinch,0
Dark Knight Dummo (Feat. Travis Scott),"Trippie Redd, Travis Scott",0
Off The Gas (feat. Lil Skies),"6 Dogs, Lil Skies",4
Fy Faen,"Hkeem, Temur",4
I Feel It Coming,"The Weeknd, Daft Punk",0
Håper du har plass,Cezinando,3
Last Party,MIKA,3
Butterfly,Crazy Town,0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,1
Far Away,Tomppabeats,2
Pity Party,Melanie Martinez,0
Heaven In Hiding,Halsey,0
fuck me up,gnash,4
Kids,MGMT,1
these are my friends,lovelytheband,0
Caroline,Aminé,4
you should see me in a crown,Billie Eilish,3
if i could i would feel nothing,blackbear,0
make daddy proud,blackbear,0
something real,blackbear,1
suckerz,blackbear,3
girls like u,blackbear,3
Wildest Dreams,Taylor Swift,1
Angel On Fire,Halsey,0
wish u the best,"blackbear, Stalking Gia",4
ocean eyes,Billie Eilish,3
Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",4
Cherry Cola,"Kuwada, Cameron Kuwada",0
Dead,Madison Beer,0
Sit ku mä oon vapaa,SANNI,1
Roska silmäs,"TIPPA, JVG",0
Dusk Till Dawn - Radio Edit,"ZAYN, Sia",3
Vielä Kerran,Evelina,0
XTC,"Lukas Leon, Cheek, Etta",0
Jacuzzi,SANNI,0
In My Feelings,Drake,4
God is a woman,Ariana Grande,1
Ignite (feat. SEUNGRI),"K-391, Alan Walker, Julie Bergan, SEUNGRI",0
Lucid Dreams,Juice WRLD,3
#ihanaa,Petri Nygård,0
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",0
Bäng Bäng typerä sydän (feat. eetu),"Ellinoora, eetu",3
Girls Like You (feat. Cardi B),"Maroon 5, Cardi B",3
Joku päivä töitä teen (feat. Pepe Willberg),"Roope Salminen & Koirat, Pepe Willberg",1
Seksihelteet,HesaÄijä,0
Don’t Matter To Me,"Drake, Michael Jackson",3
YsäriBoi,"DJ Oku Luukkainen, Pasi ja Anssi, Portion Boys",0
Juodaan viinaa (feat. LEO),"Yksi Totuus, LEO",1
Oh Child,"Robin Schulz, Piso 21",0
Naapurit Kuulee,Mikael Gabriel,1
Paa mut cooleriin (feat. Reino Nordin),"Kaija Koo, Reino Nordin",0
Mustis,"Janna, Pyhimys",0
Hei Me Lennetään,"Spekti, Tasis",1
Ocean (feat. Khalid),"Martin Garrix, Khalid",3
Sun In Our Eyes,"MØ, Diplo",0
Nonstop,Drake,4
Summertime Magic,Childish Gambino,1
Mob Ties,Drake,0
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",4
Boo'd Up,Ella Mai,0
APESHIT,The Carters,4
All Mine,Kanye West,4
Body,"Loud Luxury, Brando",1
Emotionless,Drake,1
Fr Fr (feat. Lil Skies),"Wiz Khalifa, Lil Skies",4
Can’t Take A Joke,Drake,4
Läpi jään,Antti Tuisku,1
Tahdon,Janna,0
Tähdet kohdallaan,Roope Salminen & Koirat,1
Mörköjä,SANNI,1
Make Me... (feat. G-Eazy) - Cash Cash Remix,"Britney Spears, G-Eazy, Cash Cash",0
Warrior,Demi Lovato,3
Mitä Jos,Janna,3
SMS (Bangerz) (feat. Britney Spears),"Miley Cyrus, Britney Spears",0
Silkkii,Jukka Poika,0
Unsteady,X Ambassadors,1
