song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
I Love It,"Icona Pop, Charli XCX",0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953
I Want It That Way,Backstreet Boys,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031
Shake It Off,Taylor Swift,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02
Say My Name,Destiny's Child,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427
We No Speak Americano - Radio Edit,"Yolanda Be Cool, DCup",0.905,0.783,3,-5.056,0,0.0498,0.0566,0.0472,0.154,0.725,125.019
My Own Worst Enemy,Lit,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408
What a Girl Wants,Christina Aguilera,0.755,0.827,0,-6.803,1,0.114,0.0671,0.0,0.329,0.797,142.122
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0.621,0.539,1,-6.673,1,0.0306,0.288,0.0,0.106,0.173,119.925
I Will Always Love You,Whitney Houston,0.303,0.269,4,-9.469,1,0.0368,0.831,3.01e-06,0.0906,0.122,132.857
Pony,Ginuwine,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024
Push,Matchbox Twenty,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019
Tearin' up My Heart - Radio Edit,*NSYNC,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054
Beautiful,Christina Aguilera,0.435,0.567,5,-3.959,0,0.0279,0.624,3.32e-06,0.0936,0.0987,76.218
Dirrty (feat. Redman),"Christina Aguilera, Redman",0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931
Genie in a Bottle,Christina Aguilera,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815
Hurt,Christina Aguilera,0.381,0.282,4,-7.131,0,0.03,0.795,0.0,0.102,0.107,74.072
2000-2016 Mashup,Michael Constantino,0.525,0.697,10,-3.496,1,0.0687,0.267,0.0,0.0981,0.685,101.742
90's & 2000's Mashup,Michael Constantino,0.575,0.868,11,-4.365,1,0.253,0.436,0.0,0.122,0.478,159.981
2016 Mashup,Michael Constantino,0.709,0.633,8,-5.491,1,0.113,0.359,0.0,0.0952,0.403,102.965
Despacito Mashup,Michael Constantino,0.457,0.708,1,-5.351,1,0.054,0.0543,0.0,0.0914,0.553,180.02
No One,Alicia Keys,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042
If I Ain't Got You,Alicia Keys,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393
Empire State of Mind (Part II) Broken Down,Alicia Keys,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959
Naughty Girl,Beyoncé,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053
Man! I Feel Like A Woman!,Shania Twain,0.675,0.888,10,-3.018,1,0.0439,0.642,0.0,0.36,0.74,124.961
Fuck Love,Iggy Azalea,0.832,0.951,1,-2.644,1,0.0707,0.00448,0.000119,0.328,0.576,112.005
Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898
Stars Dance,Selena Gomez,0.46,0.88,4,-3.803,0,0.0838,0.0046,0.0,0.112,0.225,109.828
Fix a Heart,Demi Lovato,0.491,0.452,0,-7.86,1,0.0491,0.579,0.0,0.0907,0.455,160.227
Revival,Selena Gomez,0.684,0.732,1,-4.966,0,0.0862,0.128,0.0,0.184,0.527,124.888
It Will Rain,Bruno Mars,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
Hate That I Love You,"Rihanna, Ne-Yo",0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867
Amnesia,5 Seconds of Summer,0.594,0.497,2,-5.26,1,0.0303,0.0343,0.0,0.162,0.101,101.668
L.O.V.E.,Ashlee Simpson,0.575,0.823,5,-3.546,0,0.0553,0.00363,0.000321,0.65,0.952,191.971
Birthday Cake,Rihanna,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014
Do Somethin',Britney Spears,0.845,0.937,4,-3.283,1,0.0653,0.0316,2.35e-05,0.359,0.963,129.966
Thinking Of You,Katy Perry,0.431,0.803,4,-4.459,1,0.0364,0.00167,0.0,0.331,0.309,147.048
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
You'll Always Find Your Way Back Home,Hannah Montana,0.576,0.903,8,-3.697,1,0.0603,0.0211,0.0,0.372,0.715,152.953
Just A Little Bit Of Your Heart,Ariana Grande,0.439,0.322,9,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963
I'm Like A Bird,Nelly Furtado,0.623,0.605,10,-5.113,1,0.0353,0.145,3.46e-06,0.227,0.616,89.656
Unkiss Me,Maroon 5,0.532,0.599,6,-6.543,1,0.0333,0.00784,0.0,0.14,0.113,130.019
See You Again - Rock Mafia Remix,Miley Cyrus,0.671,0.956,9,-5.346,0,0.056,0.00674,1.16e-05,0.144,0.795,138.961
Ordinary Girl,Hannah Montana,0.405,0.847,7,-3.705,1,0.22,0.0265,0.0,0.221,0.398,182.201
"Onko Kirkkonummi hereillä, Pt. 2 - K.V.N & LOBO Remix",Likanen Etelä,0.711,0.817,8,-4.456,1,0.262,0.0616,0.0,0.41,0.846,166.31
Kirkkonummi joka päivä - Original,Likanen Etelä,0.761,0.742,9,-3.988,0,0.277,0.544,0.0,0.27,0.94,92.096
Bap U,Party Favor,0.668,0.953,8,-1.784,0,0.0386,0.0193,0.000118,0.0834,0.254,100.001
Neva Left,Snoop Dogg,0.53,0.945,1,-0.184,1,0.286,0.124,0.0,0.242,0.673,86.926
Mount Sinai,$uicideBoy$,0.843,0.456,3,-10.541,0,0.23,0.535,0.00105,0.0624,0.34,132.04
"Tykitys (feat. Are, Nikke Ankara, Ironine & Kajo)","Altis, 2nen, Are, Nikke Ankara, Ironine, KajO",0.78,0.779,1,-6.985,1,0.348,0.108,0.0,0.133,0.763,90.06
420 (Blaze Up),"Snoop Dogg, Devin The Dude, Wiz Khalifa, DJ Battlecat",0.381,0.659,2,-3.888,1,0.176,0.159,0.0,0.34,0.16,85.723
Nissan Micra 95,Yung Hilly,0.609,0.512,11,-12.081,0,0.0288,0.39,0.0042,0.0655,0.0778,118.008
Moment I Feared,"Snoop Dogg, Rick Rock",0.818,0.784,1,-4.809,1,0.244,0.0365,0.0,0.156,0.441,98.926
Slut,Madchild,0.79,0.948,1,-2.912,1,0.241,0.0687,0.0065,0.255,0.752,90.012
Fuck Tha Police,N.W.A.,0.871,0.819,8,-5.439,0,0.298,0.0138,0.0,0.0608,0.857,98.699
Xxplosive,"Dr. Dre, Hittman, Six-Two, Nate Dogg, Kurupt",0.765,0.88,1,-4.361,1,0.116,0.176,1e-05,0.139,0.929,168.96
Still Cold / Pathway Private,Night Lovell,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047
White Crime,Lil Dicky,0.743,0.508,2,-8.145,1,0.0708,0.0521,0.0,0.153,0.0548,83.998
Really Really,Kevin Gates,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97
"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)","DJ Khaled, Chris Brown, Lil Wayne, Big Sean",0.798,0.704,10,-4.317,0,0.199,0.0937,0.0,0.308,0.867,116.016
Where Ya At (feat. Drake),"Future, Drake",0.813,0.453,1,-6.941,1,0.338,0.0933,0.0,0.14,0.191,161.997
Got Me,Roy Woods,0.692,0.685,10,-4.937,0,0.0466,0.445,1.28e-05,0.165,0.502,101.997
Lollipop,"Lil Wayne, Static Major",0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075
Young Kobe,Tyga,0.917,0.638,1,-7.514,1,0.397,0.265,0.0,0.0962,0.316,127.052
Drinks On Us,"Mike WiLL Made-It, The Weeknd, Swae Lee, Future",0.776,0.628,10,-6.553,0,0.284,0.371,0.000104,0.102,0.48,128.948
LUV,Tory Lanez,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109
Rack City,Tyga,0.927,0.33,1,-11.088,1,0.39,0.0577,1.19e-05,0.177,0.251,98.949
Some Way,"NAV, The Weeknd",0.746,0.715,7,-6.244,1,0.277,0.112,0.0,0.0927,0.341,154.938
Cold,Post Malone,0.654,0.564,4,-7.763,0,0.0403,0.609,6.37e-06,0.103,0.267,132.983
The Scientist,Coldplay,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
That Should Be Me - Acoustic Version,Justin Bieber,0.493,0.468,8,-6.168,1,0.0279,0.392,0.0,0.0728,0.0782,140.005
Mestaripiirros,Anna Puu,0.665,0.0452,2,-18.923,1,0.0388,0.976,0.309,0.242,0.665,99.396
Hakuammuntaa,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.612,0.455,3,-7.044,1,0.0375,0.377,0.0,0.107,0.616,82.913
Hetkeksi,YOUNGHEARTED,0.672,0.41,11,-10.928,1,0.0501,0.576,2.67e-06,0.103,0.514,119.914
On Niin Paljon Mitä Menettää,Mikko Pohjola,0.482,0.776,10,-5.419,0,0.0481,0.0153,0.0,0.341,0.243,133.912
Niagara,Jannika B,0.603,0.687,7,-4.988,1,0.0373,0.284,4.97e-05,0.443,0.299,97.997
Valot pimeyksien reunoilla,Apulanta,0.546,0.83,4,-5.007,1,0.0303,0.0676,0.0,0.242,0.313,92.069
Viljaa,PistePiste,0.62,0.54,7,-9.425,0,0.0309,0.673,0.0,0.116,0.549,109.972
Värifilmi,"Nikke Ankara, Aki Tykki",0.524,0.816,0,-5.716,1,0.248,0.374,2.38e-05,0.161,0.429,88.364
Laukauksia pimeään,Ida Paul,0.636,0.633,5,-6.927,1,0.0255,0.00314,3.4e-06,0.315,0.129,99.97
Kun olet poissa,Eppu Normaali,0.679,0.714,0,-8.438,0,0.0265,0.0234,0.00253,0.166,0.423,117.255
Vuonna '85,Eppu Normaali,0.704,0.647,6,-10.754,0,0.0394,0.0208,0.000311,0.284,0.926,143.658
Murheellisten Laulujen Maa,Eppu Normaali,0.707,0.616,11,-8.518,0,0.0262,0.126,0.0,0.0681,0.544,99.055
Joka Päivä Ja Joka Ikinen Yö,Eppu Normaali,0.709,0.625,0,-11.073,1,0.0276,0.0586,0.128,0.275,0.811,120.536
"Kitara, Taivas Ja Tähdet",Eppu Normaali,0.637,0.827,4,-9.176,1,0.0326,0.0831,0.00864,0.171,0.9,145.596
Vihreän Joen Rannalla (Kauan Sitten),Eppu Normaali,0.658,0.674,4,-10.901,1,0.0311,0.209,0.0721,0.0713,0.935,133.845
Tahroja paperilla,Eppu Normaali,0.763,0.798,4,-6.436,0,0.0323,0.00799,0.0,0.0449,0.957,120.274
Urheiluhullu,Eppu Normaali,0.611,0.822,9,-4.449,0,0.0258,0.00856,5.73e-05,0.331,0.847,129.534
Sama nainen (Vain elämää kausi 5),Anna Puu,0.51,0.149,7,-13.989,0,0.0453,0.936,2.17e-05,0.107,0.228,80.35
Säännöt rakkaudelle,Anna Puu,0.632,0.469,7,-9.001,1,0.0309,0.664,1.09e-05,0.0995,0.389,127.963
Täydellisen epätäydellinen,Lucas,0.647,0.737,4,-5.335,0,0.148,0.0922,0.0,0.147,0.627,113.995
Nälkä (feat. Gracias),"Lucas, Gracias",0.696,0.74,10,-4.554,0,0.0456,0.0278,0.0,0.0874,0.6,95.988
Kyyneleet (feat. Sami Saari),"Cheek, Sami Saari",0.657,0.698,5,-5.562,1,0.24,0.0105,0.0,0.163,0.655,175.878
Älkää unohtako toisianne,Samuli Putro,0.562,0.305,11,-11.31,0,0.0344,0.502,0.0135,0.105,0.503,78.177
Siivet,Teleks,0.64,0.672,11,-5.583,0,0.0234,0.0576,2.32e-05,0.384,0.549,103.994
Satasen laina,Nylon Beat,0.696,0.743,0,-8.542,0,0.0314,0.142,0.0,0.121,0.919,101.771
Vapaa,Kaija Koo,0.537,0.844,10,-3.608,0,0.0427,0.0559,1.66e-06,0.123,0.643,139.926
Kaunis rietas onnellinen,Kaija Koo,0.598,0.68,2,-7.894,0,0.0329,0.00366,0.0,0.328,0.469,130.979
Vanhaa suolaa,Kaija Koo,0.765,0.642,8,-6.569,0,0.0807,0.0718,0.0,0.0669,0.659,93.978
Kuka keksi rakkauden,Kaija Koo,0.764,0.497,11,-11.873,1,0.035,0.555,0.0,0.0726,0.76,124.949
Pummilla Tallinnaan (feat. Mikko),"Tuomas Kauhanen, Mikko",0.704,0.748,4,-5.133,0,0.07,0.00295,3.38e-05,0.148,0.605,94.993
1985,Tuomas Kauhanen,0.754,0.754,0,-4.52,1,0.186,0.0226,0.0,0.0918,0.595,94.992
Vanha nainen hunningolla,Erin,0.496,0.664,9,-6.949,1,0.0958,0.5,0.0,0.081,0.607,184.006
Mä annan sut pois,ABREU,0.426,0.29,2,-11.569,0,0.0377,0.782,0.0,0.116,0.101,121.452
Kylmästä lämpimään,ABREU,0.717,0.907,5,-4.231,0,0.0509,0.18,7.03e-06,0.24,0.966,90.02
Kukkurukuu,Mariska & Pahat Sudet,0.572,0.515,11,-7.439,0,0.0284,0.114,0.0328,0.119,0.101,123.961
Järjetön rakkaus,Jesse Kaikuranta,0.564,0.695,9,-4.443,1,0.026,0.345,0.0,0.108,0.332,83.0
Näytän sulle rannan,Jesse Kaikuranta,0.413,0.519,7,-7.953,0,0.0443,0.0719,0.0055,0.286,0.406,110.531
Vie mut kotiin,Jesse Kaikuranta,0.451,0.444,8,-8.593,0,0.0288,0.0446,0.0,0.0974,0.31,159.919
Syytön,Nylon Beat,0.725,0.886,5,-7.637,1,0.0431,0.069,0.0031,0.16,0.773,122.006
Vapaus käteen jää,Haloo Helsinki!,0.563,0.751,5,-6.869,1,0.0283,0.0457,0.000251,0.172,0.67,138.022
Maailman Toisella Puolen,Haloo Helsinki!,0.685,0.65,0,-7.546,1,0.0341,0.0117,0.000935,0.101,0.913,125.009
Sinä & hän,Happoradio,0.473,0.716,6,-7.36,0,0.0327,0.00833,0.00273,0.243,0.373,112.037
Ihan hyvät ihmiset,Happoradio,0.491,0.815,8,-4.994,1,0.0424,0.0279,2.54e-05,0.21,0.642,173.997
Levoton tyttö,Anssi Kela,0.651,0.822,4,-6.27,0,0.0452,0.058,2.27e-05,0.0847,0.892,168.034
Enemmän duoo ku sooloo,Kuningasidea,0.599,0.638,9,-7.358,0,0.0462,0.0143,0.0,0.298,0.593,92.878
Frankenstein,Chisu,0.65,0.565,0,-9.531,1,0.0323,0.00364,0.0137,0.135,0.265,140.098
Parempi mies (feat. Samuli Edelmann),"Cheek, Samuli Edelmann",0.645,0.675,4,-6.456,0,0.117,0.345,0.0,0.111,0.648,160.274
Viistäköön siipeni maata,Elonkerjuu,0.653,0.693,9,-5.843,1,0.033,0.0776,0.0,0.43,0.59,110.264
Niille joil on paha olla,Cheek,0.446,0.632,10,-7.216,0,0.139,0.00338,0.0,0.145,0.125,89.345
Pahempi toistaan,Apulanta,0.604,0.896,2,-3.968,1,0.0705,0.000788,1.21e-05,0.163,0.439,126.984
Paha ihminen,Apulanta,0.572,0.929,2,-3.653,1,0.101,0.0103,0.0,0.146,0.407,130.739
Sokka irti,Cheek,0.842,0.888,1,-3.925,1,0.109,0.065,0.0,0.0582,0.673,117.943
Ei mitään hätää,Samuli Edelmann,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00481,0.0816,0.93,124.022
Pettävällä Jäällä,"Yö, Annika Eklund",0.488,0.756,11,-5.11,0,0.0347,0.0921,0.0,0.325,0.389,116.029
Niks ja naks,STIG,0.608,0.596,6,-8.859,0,0.0262,0.0909,0.0,0.101,0.55,104.998
Viheltelen,STIG,0.705,0.859,3,-5.959,0,0.0287,0.00104,9.48e-06,0.143,0.963,133.99
Tänään Lähtee,Elokuu,0.641,0.681,1,-5.41,0,0.307,0.101,0.0,0.0853,0.689,190.088
Kolme pientä sanaa,Anna Puu,0.556,0.443,2,-10.114,1,0.0308,0.155,0.0014,0.104,0.371,191.893
Before I Marry You,Kim Herold,0.68,0.775,9,-6.069,1,0.0291,0.0843,0.0,0.265,0.95,144.037
Social Butterfly,Kim Herold,0.73,0.655,9,-5.161,1,0.0749,0.163,0.000218,0.0991,0.73,81.038
Paremmat päivät,Juha Tapio,0.522,0.907,4,-6.331,1,0.0456,0.00444,0.0,0.344,0.713,140.895
Yhtä en saa,Jonna Tervomaa,0.524,0.868,0,-5.84,0,0.0355,0.00126,0.0,0.0804,0.359,112.061
Minä toivon,Jonna Tervomaa,0.605,0.69,11,-5.074,1,0.0255,0.432,0.0,0.285,0.722,110.0
Ravistettava ennen käyttöä,Apulanta,0.558,0.934,4,-4.92,0,0.0709,0.000267,0.000215,0.0643,0.675,144.047
Let Go,"Redrama, Kristinia DeBarge",0.723,0.808,9,-4.254,1,0.12,0.0222,1.48e-06,0.0873,0.798,91.065
Forever Yours,Sunrise Avenue,0.474,0.888,5,-5.826,1,0.0624,0.00048,0.0,0.338,0.323,158.062
I Help You Hate Me,Sunrise Avenue,0.624,0.65,7,-5.116,1,0.0281,0.000185,0.0,0.442,0.45,103.054
Fairytale Gone Bad,Sunrise Avenue,0.676,0.58,10,-7.866,0,0.039,0.0472,0.0,0.0916,0.547,138.029
Pauhaava sydän,Lauri Tähkä & Elonkerjuu,0.602,0.884,8,-4.935,0,0.0396,0.0621,0.0,0.263,0.923,142.699
Viisaus ei asu meissä,Apulanta,0.608,0.973,1,-4.397,0,0.155,0.000182,0.0,0.0345,0.594,133.033
I Don't Dance,Sunrise Avenue,0.542,0.847,9,-5.389,0,0.0562,0.000187,1.91e-05,0.104,0.488,145.005
Liekki,Mariska & Pahat Sudet,0.414,0.958,5,-4.879,1,0.12,0.0751,0.0226,0.0874,0.761,119.616
Julia,Neljänsuora,0.615,0.85,6,-5.11,0,0.0286,0.0191,5.48e-06,0.105,0.888,131.985
Molly the Murderer,Sturm und Drang,0.456,0.726,8,-7.026,1,0.0362,0.00102,0.0,0.113,0.359,73.046
Kuka tahansa kelpaa,Samuli Putro,0.577,0.747,11,-7.444,0,0.0317,0.00107,0.00417,0.164,0.933,128.984
Levottomat Tuulet,Disco,0.687,0.536,6,-7.59,0,0.0295,0.2,0.00314,0.0859,0.564,143.963
Tuntematon potilas,Arttu Wiskari,0.71,0.647,2,-6.894,0,0.0298,0.143,0.0,0.134,0.322,114.009
Ei mitään hätää,Samuli Edelmann,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00481,0.0816,0.93,124.022
Taivas itkee hiljaa - Single Edit,Jonne Aaron,0.44,0.513,7,-8.988,1,0.0263,0.0546,0.0,0.0914,0.351,82.911
Aito rakkaus,Juha Tapio,0.771,0.584,7,-6.613,1,0.0268,0.042,0.0,0.0985,0.852,104.007
Armo,Apulanta,0.393,0.754,8,-5.083,0,0.0335,0.000242,0.0,0.102,0.389,74.474
Vihdoin vapaa,"Kristal, Mikael Gabriel",0.599,0.726,5,-5.284,1,0.0396,0.0477,2.88e-06,0.111,0.474,140.025
Pätkätöis,Uniikki,0.566,0.852,11,-4.029,1,0.273,0.0513,0.0,0.334,0.393,179.964
Paska Kesä,Nost3 & Protro,0.847,0.668,0,-6.043,1,0.124,0.0271,0.0,0.216,0.779,119.96
Perhosefekti,Timi Lexikon,0.737,0.563,3,-7.159,0,0.139,0.0098,0.0,0.61,0.831,128.101
Jippikayjei,Cheek,0.834,0.782,8,-4.974,0,0.0843,0.0183,0.0,0.0644,0.424,111.991
Nainen jonka ympärille tuolit tuodaan,Haloo Helsinki!,0.55,0.95,3,-5.103,1,0.0498,0.00161,1.6e-05,0.139,0.531,125.334
Kymmenen kirosanaa,Irina,0.598,0.927,4,-3.861,1,0.0378,0.0326,2.05e-06,0.0826,0.591,134.009
Kaikki tahtoo,Samuli Edelmann,0.748,0.629,2,-9.81,0,0.0324,0.274,0.00227,0.124,0.716,128.043
Tähtipölyä,Samuli Edelmann,0.733,0.675,5,-7.666,0,0.031,0.206,0.000726,0.107,0.589,138.048
Enkeleitä toisillemme,Jope Ruonansuu,0.587,0.522,0,-7.464,0,0.024,0.252,0.0,0.288,0.616,92.961
Sankarit,J. Karjalainen & Mustat Lasit,0.508,0.49,4,-7.555,1,0.0325,0.657,4.82e-06,0.112,0.612,102.543
Pop-musiikkia,IDOLS-Finalistit 2007,0.521,0.803,11,-5.139,1,0.0306,0.000144,0.000484,0.038,0.418,132.336
Vielä on kesää jäljellä,Mamba,0.657,0.562,3,-10.769,0,0.0469,0.000884,0.0,0.0374,0.899,134.946
Odota,Aikakone,0.651,0.799,0,-8.274,1,0.0629,0.0905,0.00019,0.0978,0.512,140.035
Vuosisadan rakkaustarina,Aikakone,0.648,0.985,6,-4.691,1,0.0824,0.0306,0.0,0.366,0.486,140.021
Nti Groove,Aikakone,0.675,0.823,0,-8.237,0,0.0434,0.342,0.00312,0.813,0.695,127.089
Keltainen,Aikakone,0.529,0.597,8,-8.246,1,0.0264,0.187,1.8e-06,0.349,0.344,84.998
Alla vaahterapuun,Aikakone,0.673,0.736,0,-10.912,1,0.0516,0.104,0.000325,0.393,0.617,105.878
Tulisitko,Aikakone,0.641,0.834,2,-7.43,0,0.037,0.0453,0.000129,0.227,0.44,111.981
Sinä Lähdit Pois,Ultra Bra,0.568,0.739,9,-6.984,0,0.0314,0.114,0.0,0.196,0.644,152.061
Levottomat Tuulet,Disco,0.677,0.512,6,-8.857,0,0.0285,0.273,0.00391,0.101,0.572,143.96
Ketä Sinä Odotat,Disco,0.738,0.703,0,-5.805,1,0.0386,0.0502,2.98e-05,0.26,0.905,116.04
Kemiaa,Neon 2,0.719,0.841,2,-4.401,1,0.029,0.321,0.0,0.152,0.784,102.046
Hetkeksi en sulle rupia - Single Version,Lauri Tähkä & Elonkerjuu,0.601,0.835,0,-5.694,1,0.0371,0.235,0.0,0.469,0.958,131.418
Maailma On Renki,Lauri Tähkä & Elonkerjuu,0.586,0.804,9,-5.794,0,0.0363,0.0994,0.0,0.276,0.557,135.918
Sinä ja minä,Dingo,0.32,0.746,7,-6.336,1,0.0321,0.015,0.0,0.08,0.261,126.629
Vasten auringon siltaa,Erin,0.557,0.467,1,-8.28,0,0.038,0.545,0.0,0.11,0.293,171.998
Basket Case,Green Day,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
Losing My Religion,R.E.M.,0.672,0.841,9,-5.992,0,0.0285,0.0767,0.0,0.135,0.82,125.437
A Girl Like You,Edwyn Collins,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267
Erase / Rewind,The Cardigans,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72
Pure Shores,All Saints,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618
Ei yksinäinen unta saa,Neon 2,0.494,0.464,8,-6.952,1,0.0263,0.125,0.00309,0.119,0.276,140.081
Lemon Tree,Fools Garden,0.668,0.478,1,-8.849,1,0.0447,0.669,0.0,0.11,0.678,143.155
Freestyler,Bomfunk MC's,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854
The Real Slim Shady,Eminem,0.948,0.656,5,-4.34,0,0.0606,0.0287,0.0,0.0472,0.77,104.495
It's My Life,Bon Jovi,0.549,0.908,0,-4.072,0,0.045,0.0202,5.55e-05,0.354,0.562,120.003
Butterfly,Crazy Town,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502
How You Remind Me,Nickelback,0.432,0.795,10,-4.023,1,0.0321,0.00128,0.0,0.101,0.519,172.011
Laura Jenna Ellinoora Alexandra Camilla Jurvanen,Leevi and the leavings,0.68,0.744,0,-8.547,1,0.0314,0.0462,0.0,0.201,0.846,112.596
Miami,Will Smith,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
Tornado,Evelina,0.614,0.854,10,-3.935,0,0.108,0.245,1.66e-05,0.132,0.574,183.915
Tonight,"Cosmic Gate, Emma Hewitt",0.624,0.657,7,-6.229,1,0.0497,0.141,7.56e-06,0.271,0.152,129.973
Älä jätä roikkuu,JVG,0.436,0.668,0,-6.158,1,0.177,0.0498,0.0,0.243,0.368,162.607
...Ready For It?,Taylor Swift,0.616,0.77,2,-6.5,1,0.142,0.0573,0.0,0.159,0.412,160.049
Hombre (feat. Vesala),"JVG, Vesala",0.648,0.712,4,-5.488,0,0.0524,0.0767,2.21e-06,0.128,0.345,123.997
All My Love (feat. Conor Maynard),"Cash Cash, Conor Maynard",0.59,0.871,11,-3.353,0,0.0891,0.148,0.0,0.0739,0.304,134.956
If I'm Lucky,Jason Derulo,0.897,0.634,4,-6.264,0,0.161,0.00413,0.0,0.0686,0.506,112.048
Matti & Teppo,JVG,0.885,0.68,2,-6.049,1,0.157,0.0657,6.47e-06,0.0939,0.624,110.974
Reggaetón Lento (Remix),"CNCO, Little Mix",0.527,0.907,4,-3.09,0,0.11,0.154,0.0,0.0993,0.664,93.813
Olisitpa sylissäni,Antti Ketonen,0.629,0.738,7,-6.033,0,0.0295,0.0115,0.000246,0.27,0.533,125.982
AYO,Isac Elliot,0.618,0.774,3,-5.143,0,0.0552,0.0359,0.0,0.0647,0.469,99.972
Feel Good,"Felix Jaehn, Mike Williams",0.706,0.913,4,-3.892,1,0.0394,0.101,0.00029,0.123,0.674,125.952
What Lovers Do (feat. SZA),"Maroon 5, SZA",0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001
Crying in the Club,Camila Cabello,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227
Kaikki mitä rakastin,LEO,0.544,0.645,6,-7.782,0,0.0253,0.0056,0.0,0.143,0.384,134.042
The Way I Love Her,Stanaj,0.6,0.794,5,-4.332,1,0.0359,0.00916,0.0,0.156,0.408,93.049
Kruunu tikittää (feat. TIPPA),"JVG, TIPPA",0.666,0.667,9,-6.326,1,0.344,0.202,0.0,0.0666,0.424,138.688
Day One,"Seksikäs-Suklaa, Prinssi Jusuf",0.85,0.616,1,-4.664,0,0.0688,0.252,0.0,0.321,0.677,96.99
Fuck They,Sofi Tukker,0.836,0.58,7,-9.367,1,0.108,0.08,0.00119,0.667,0.74,126.973
Can I Be Him,James Arthur,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969
Rain,The Script,0.681,0.587,6,-7.638,1,0.11,0.229,0.0,0.368,0.64,93.002
Place We Were Made,Maisie Peters,0.36,0.348,0,-9.107,1,0.0392,0.809,0.0,0.172,0.307,180.053
Everglow,Coldplay,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107
Miljoona taalaa,"DEM, PistePiste, Maiki",0.835,0.756,6,-5.857,1,0.222,0.0628,0.0,0.383,0.871,99.943
Slussen,Gasellit,0.842,0.646,8,-5.936,0,0.102,0.0528,0.00639,0.0762,0.527,106.019
Mulla on hevonen,Horse Attack Sqwad,0.786,0.626,0,-7.019,1,0.0542,0.00536,3.42e-05,0.487,0.707,120.001
Running Back (feat. Lil Wayne),"Wale, Lil Wayne",0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133
